continent,country,name,spring_type,address,street_address,state,state_district,city,postcode,county,road,village,aminity,gmaps,lat,long
Africa,South Africa,The Baths Natural Hot Springs,Paid Hot Spring,"1-4, Resort Road, Cederberg Ward 1, Cederberg Local Municipality, West Coast District Municipality, Western Cape, South Africa",Resort Road,England,,Cederberg Local Municipality,,West Coast District Municipality,Resort Road,,,"https://maps.google.com/?q=-32.740764,19.034961",-32.740764,19.034961
Africa,South Africa,Mont Rochelle Spring,Public Drinking Spring,"R45, Stellenbosch Ward 1, Franschhoek, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7690, South Africa",R45,Maine,,Stellenbosch Local Municipality,7690,Cape Winelands District Municipality,R45,,,"https://maps.google.com/?q=-33.902035,19.156071",-33.902035,19.156071
Africa,South Africa,"Newlands Spring, Cape Town, 7700",Public Drinking Spring,"Newlands Spring, Springs Way, Cape Town Ward 59, Cape Town, City of Cape Town, Western Cape, 7700, South Africa",Springs Way,Nova Scotia,,Cape Town,7700,City of Cape Town,Springs Way,,,"https://maps.google.com/?q=-33.974701,18.457406",-33.974701,18.457406
Africa,South Africa,"Newlands Spring - 2, Cape town",Public Drinking Spring,"Newlands Spring, Claremont Boulevard, South African Breweries, Newlands, Cape Town, City of Cape Town, Western Cape, 7700, South Africa",Claremont Boulevard,Oregon,,Cape Town,7700,City of Cape Town,Claremont Boulevard,,,"https://maps.google.com/?q=-33.974583,18.464829",-33.974583,18.464829
Africa,South Africa,"Majonini Spring, Tzaneen, South Africa",Public Drinking Spring,"Greater Letaba Ward 5, Greater Letaba Local Municipality, Mopani District Municipality, Limpopo, South Africa",,Pennsylvania,,Greater Letaba Local Municipality,,Mopani District Municipality,,,,"https://maps.google.com/?q=-23.635966,30.243178",-23.635966,30.243178
Africa,South Africa,"Albert's Farm Spring, Johannesburg, Gauteng, South Africa",Public Drinking Spring,"De La Rey Road, Waterval Estate, Johannesburg Ward 88, Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",De La Rey Road,Tennessee,,Johannesburg,2001,City of Johannesburg Metropolitan Municipality,De La Rey Road,,,"https://maps.google.com/?q=-26.155315,27.970259",-26.155315,27.970259
Africa,South Africa,"Kommetjie Spring, Cape Town, South Africa",Public Drinking Spring,"BP Newlands, 35, Newlands Avenue, Newlands, Cape Town, City of Cape Town, Western Cape, 7700, South Africa",Newlands Avenue,Texas,,Cape Town,7700,City of Cape Town,Newlands Avenue,,,"https://maps.google.com/?q=-33.971195,18.454861",-33.971195,18.454861
Africa,South Africa,"Jongensfontein, Western Cape, South Africa",Public Drinking Spring,"Hessequa Ward 3, Jongensfontein, Hessequa Local Municipality, Garden Route District Municipality, Western Cape, South Africa",,Wellington,,Hessequa Local Municipality,,Garden Route District Municipality,,,,"https://maps.google.com/?q=-34.428249,21.329216",-34.428249,21.329216
Africa,South Africa,"Newlands Spring, Cape Town, South Africa",Public Drinking Spring,"Newlands Spring, Springs Way, Cape Town Ward 59, Cape Town, City of Cape Town, Western Cape, 7700, South Africa",Springs Way,,,Cape Town,7700,City of Cape Town,Springs Way,,,"https://maps.google.com/?q=-33.974445,18.457779",-33.974445,18.457779
Asia,India,Boxing Tiger,Private Drinking Spring,"Manki, Panna Tahsil, Panna, Madhya Pradesh, India",,Colorado,Panna,,,Panna Tahsil,,Manki,,"https://maps.google.com/?q=24.678892,80.156495",24.678892,80.156495
Asia,India,"Dongar Pimpla, Ambajogai, Maharashtra, India",Public Drinking Spring,"Dongar Pimpla, Ambejogai, Beed, Maharashtra, India",,Michigan,Beed,,,,,Dongar Pimpla,,"https://maps.google.com/?q=18.761973,76.311789",18.761973,76.311789
Asia,India,"Gaimukh, Nagzari, Ambajogai, Maharashtra, 431517, India",Public Drinking Spring,"Ambejogai, Beed, Maharashtra, India",,Michigan,Beed,,,,,,,"https://maps.google.com/?q=18.740816,76.412691",18.740816,76.412691
Asia,India,"Mulshi Springs, Luthravan, India",Public Drinking Spring,"Purohit Hospital, शिवाजी रस्ता, Kasba Peth, Pune City, Pune, Maharashtra, 411002, India",शिवाजी रस्ता,Utah,Pune,Pune City,411002,,शिवाजी रस्ता,,,"https://maps.google.com/?q=18.52047,73.856621",18.52047,73.856621
Asia,Indonesia,Kali Mas,Public Drinking Spring,"Balai Kota Surabaya, Jalan Sedap Malam, RW 05, Ketabang, Genteng, Surabaya, Jawa Timur, 60272, Indonesia",Jalan Sedap Malam,Massachusetts,,Surabaya,60272,,Jalan Sedap Malam,,,"https://maps.google.com/?q=-7.259655,112.747684",-7.259655,112.747684
Asia,Indonesia,"Ubud Village Spring, Ubud, Bali, Indonesia",Public Drinking Spring,"SMA Negeri 1 ubud, Jalan Suweta, Kutuh, Ubud, Gianyar, Bali, 80571, Indonesia",Jalan Suweta,Tennessee,,,80571,Gianyar,Jalan Suweta,,,"https://maps.google.com/?q=-8.497388,115.265839",-8.497388,115.265839
Asia,Malaysia,Tropical Spice Garden,Private Drinking Spring,"Tropical Spice Garden, 595, Jalan Teluk Bahang, Teluk Bahang, Barat Daya, Pulau Pinang, 11050, Malaysia",Jalan Teluk Bahang,Maryland,,,11050,,Jalan Teluk Bahang,,,"https://maps.google.com/?q=5.464812,100.229469",5.464812,100.229469
Asia,Philippines,Mainit Hot Spring,Public Drinking Spring,"Mainit Hot Springs, Santander – Barili – Toledo Road, Montañeza, Cebu, Central Visayas, 6029, Philippines",Santander – Barili – Toledo Road,England,,,6029,,Santander – Barili – Toledo Road,Montañeza,,"https://maps.google.com/?q=9.6832649,123.3431149",9.6832649,123.3431149
asia,नेपाल,"Naga Spring, Muktikshetra, Mustang, Nepal",Public Drinking Spring,"Tinje, Dolpo Buddha, डोल्पा, Karnali Pradesh, नेपाल",,Queensland,,,,डोल्पा,,Tinje,,"https://maps.google.com/?q=29.228889,83.320312",29.228889,83.320312
asia,日本,"Minase Shrine Spring, Shimamoto, Osaka, Mishima District, Japan",Public Drinking Spring,"水無瀬神宮, 国道171号, 百山, 江川一丁目, 島本町, 三島郡, 大阪府, 619-0071, 日本",国道171号,Texas,,島本町,619-0071,三島郡,国道171号,,,"https://maps.google.com/?q=34.885109,135.672943",34.885109,135.672943
asia,日本,"Ubason Oreisui Spring, Niigata City, Japan",Public Drinking Spring,"新潟市役所 中央区役所本館, 164, 学校町通一番町, 中央区, 新潟市, 新潟県, 951-8550, 日本",164,,,新潟市,951-8550,,164,,,"https://maps.google.com/?q=37.916191,139.036407",37.916191,139.036407
asia,,Waterfall Mt. Lofty,Private Drinking Spring,Soul Buoy,,Arizona,,,,,,,,"https://maps.google.com/?q=0,0",0,0
asia,,Soikeo Spring in Hoa Binh,Free Hot Spring,Soul Buoy,,California,,,,,,,,"https://maps.google.com/?q=0,0",0,0
austia,Österreich,"St. Ulrichs Quelle, Heiligenbrunn",Public Drinking Spring,"die Ulrichsquelle, L401, Heiligenbrunn, Bezirk Güssing, Burgenland, 7522, Österreich",L401,Arkansas,,,7522,Bezirk Güssing,L401,Heiligenbrunn,,"https://maps.google.com/?q=47.0253605180237,16.416358480395218",47.02536052,16.41635848
austia,Österreich,"Inschriften, Schwaz, Tirol, Austria",Public Drinking Spring,"L221, Gemeinde Achenkirch, Bezirk Schwaz, Tirol, 6215, Österreich",L221,Québec,,,6215,Bezirk Schwaz,L221,Gemeinde Achenkirch,,"https://maps.google.com/?q=47.553563,11.741767",47.553563,11.741767
azerbaijan,Azərbaycan,Zargova Bulaq,Public Drinking Spring,"Zərqava, Quba rayonu, Quba-Xaçmaz, Azərbaycan",,Maine,Quba rayonu,,,,,Zərqava,,"https://maps.google.com/?q=41.240091,48.692236",41.240091,48.692236
azerbaijan,Azərbaycan,Zargova Center Bulaq,Public Drinking Spring,"Zərqava yolu, Zərqava, Quba rayonu, Quba-Xaçmaz, Azərbaycan",Zərqava yolu,Michigan,Quba rayonu,,,,Zərqava yolu,Zərqava,,"https://maps.google.com/?q=41.241352,48.701564",41.241352,48.701564
belgium,België / Belgique / Belgien,"Zoet water (sweet water), Oud-Heverlee, Belgium, 3050",Public Drinking Spring,"Bosreservaat Kleine Moerassen, Witte bomendreef, Oud-Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3050, België / Belgique / Belgien",Witte bomendreef,Mississippi,,,3050,Leuven,Witte bomendreef,,,"https://maps.google.com/?q=50.82249,4.663184",50.82249,4.663184
belgium,België / Belgique / Belgien,"Sint-Arnoldus Bron, Tiegem, Belgium",Public Drinking Spring,"4, Warandedreef, Tiegem, Anzegem, Kortrijk, West-Vlaanderen, Vlaanderen, 8573, België / Belgique / Belgien",Warandedreef,Nevada,,,8573,Kortrijk,Warandedreef,Tiegem,,"https://maps.google.com/?q=50.815582,3.466921",50.815582,3.466921
belgium,België / Belgique / Belgien,"Pierre Le Grand,4900 Spa",Public Drinking Spring,"Pouhon Pierre le Grand, 14, Place Pierre le Grand, Spa, Verviers, Liège, Wallonie, 4900, België / Belgique / Belgien",Place Pierre le Grand,Oregon,,,4900,Verviers,Place Pierre le Grand,,,"https://maps.google.com/?q=50.492165,5.866981",50.492165,5.866981
belgium,België / Belgique / Belgien,"Zoete water, 3050 Oud-Heverlee, vlaams brabant, Belgium",Public Drinking Spring,"De Roosenberg, 15;15A, Maurits Noëstraat, Oud-Heverlee, Leuven, Vlaams-Brabant, Vlaanderen, 3050, België / Belgique / Belgien",Maurits Noëstraat,Tennessee,,,3050,Leuven,Maurits Noëstraat,,,"https://maps.google.com/?q=50.823174,4.657818",50.823174,4.657818
bosnia-and-herzegovina,Bosna i Hercegovina / Босна и Херцеговина,"Banja Vrucica, Teslic, Bosnia and Herzegovinia",Public Drinking Spring,"Kardial, Banja Vrućica, Бања Врућица, Banja Vrućica, Opština Teslić, Република Српска / Republika Srpska, Bosna i Hercegovina / Босна и Херцеговина",Banja Vrućica,Ohio,,,,,Banja Vrućica,Banja Vrućica,,"https://maps.google.com/?q=44.5906,17.8794",44.5906,17.8794
brazil,Brasil,"Cachoeira Do Urso, Rio de Janeiro, Brasil (Bear's Waterfall)",Public Drinking Spring,"Trilha do Silvestre, Silvestre, Santa Teresa, Zona Central do Rio de Janeiro, Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, 22241-220, Brasil",Trilha do Silvestre,Moravskoslezsko,Região Geográfica Intermediária do Rio de Janeiro,Rio de Janeiro,22241-220,Região Metropolitana do Rio de Janeiro,Trilha do Silvestre,,,"https://maps.google.com/?q=-22.945901,-43.214153",-22.945901,-43.214153
brazil,Brasil,"Praia de Peruibe, Peruíbe, Brazil",Public Drinking Spring,"Estrada do Guaraú, Guaraú, Peruíbe, Região Imediata de Santos, Região Metropolitana da Baixada Santista, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 11750-000, Brasil",Estrada do Guaraú,New Brunswick / Nouveau-Brunswick,Região Geográfica Intermediária de São Paulo,,11750-000,Região Metropolitana da Baixada Santista,Estrada do Guaraú,,,"https://maps.google.com/?q=-24.350185,-47.001066",-24.350185,-47.001066
brazil,Brasil,"Horto Florestal, Sao Paulo, Brazil",Public Drinking Spring,"Rua Do Horto, 885, Rua do Horto, Mandaqui, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 02372-080, Brasil",Rua do Horto,Pennsylvania,Região Geográfica Intermediária de São Paulo,São Paulo,02372-080,Região Metropolitana de São Paulo,Rua do Horto,,,"https://maps.google.com/?q=-23.460409,-46.630284",-23.460409,-46.630284
brazil,Brasil,"Fonte da India, Monte Alegre do Sul, Brazil",Public Drinking Spring,"Avenida Doutor José de Paiva Castro, Jardim Vitória, Monte Alegre do Sul, Região Imediata de Amparo, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13910-000, Brasil",Avenida Doutor José de Paiva Castro,Wisconsin,Região Geográfica Intermediária de Campinas,,13910-000,,Avenida Doutor José de Paiva Castro,Monte Alegre do Sul,,"https://maps.google.com/?q=-22.687166,-46.677834",-22.687166,-46.677834
brazil,Brasil,"Fonte do Bom Jesus, Monte Alegre do Sul, Brazil",Public Drinking Spring,"Praça Rinaldo Godóy Borgiani, Jardim Vitória, Monte Alegre do Sul, Região Imediata de Amparo, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13910-000, Brasil",Praça Rinaldo Godóy Borgiani,Wisconsin,Região Geográfica Intermediária de Campinas,,13910-000,,Praça Rinaldo Godóy Borgiani,Monte Alegre do Sul,,"https://maps.google.com/?q=-22.6845,-46.6758",-22.6845,-46.6758
brazil,Brasil,"Fonte Nossa Sra. do Amparo, Amparo, São Paulo, Brazil",Public Drinking Spring,"Rua Pramavera, Centro, Amparo, Região Imediata de Amparo, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13901-280, Brasil",Rua Pramavera,Wisconsin,Região Geográfica Intermediária de Campinas,,13901-280,,Rua Pramavera,,,"https://maps.google.com/?q=-22.694189,-46.766502",-22.694189,-46.766502
bulgaria,България,Hisarya,Public Drinking Spring,"Чергите, Васил Петрович, ж.к. Орфей, Хисаря, Пловдив, 4180, България",Васил Петрович,Maine,,,4180,Пловдив,Васил Петрович,,,"https://maps.google.com/?q=42.504936,24.7089",42.504936,24.7089
bulgaria,България,"Ksilifor Cheshma, Veliko Tarnovo, 5000",Public Drinking Spring,"Ксилифорска, Ксилифор, Старият център, Велико Търново, 5029, България",Ксилифорска,North Carolina,,Велико Търново,5029,Велико Търново,Ксилифорска,,,"https://maps.google.com/?q=43.084837,25.66055",43.084837,25.66055
bulgaria,България,"Uleite, Tryavna",Public Drinking Spring,"кв. Димиев хан, Азманите, Трявна, Габрово, 5360, България",,North Carolina,,,5360,Габрово,,Азманите,,"https://maps.google.com/?q=42.834651,25.456057",42.834651,25.456057
bulgaria,България,"Bulgaria,Sofia, Sofia, 1000",Public Drinking Spring,"Дом на строителя, Св. Княз Борис, ж.к. Орбита, кв. Централна градска част, Стара Загора, 6000, България",Св. Княз Борис,Ontario,,Стара Загора,6000,Стара Загора,Св. Княз Борис,,,"https://maps.google.com/?q=42.427237,25.633868",42.427237,25.633868
bulgaria,България,"Devin, 4800",Public Drinking Spring,"Девин, Смолян, 4800, България",,Ontario,,,4800,Смолян,,,,"https://maps.google.com/?q=41.743711,24.394086",41.743711,24.394086
california,中国,Vichy Springs,Paid Hot Spring,"辽宁省, 中国",,Alberta,,,,,,,,"https://maps.google.com/?q=39.16694,123.15848",39.16694,123.15848
china,中国,"Baihua Road Spring, Kunming, Yunnan, China",Public Drinking Spring,"拓东路, 拓东街道, 盘龙区, 昆明市, 云南省, 650011, 中国",拓东路,Tennessee,,昆明市,650011,,拓东路,,,"https://maps.google.com/?q=25.037283,102.722122",25.037283,102.722122
china,臺灣,"Beitou, Beitou Taiwan",Free Hot Spring,"新北投站月台, 大業路, 中心里, 北投區, 新北投, 臺北市, 11246, 臺灣",大業路,Occitanie,,臺北市,11246,,大業路,新北投,,"https://maps.google.com/?q=25.13695,121.502797",25.13695,121.502797
croatia,Hrvatska,"Kraljičin zdenac, Zagreb, Croatia, 10 000",Public Drinking Spring,"Kraljičin Zdenac, Prilaz Kraljičinom zdencu, Gradska četvrt Podsljeme, Zagreb, Grad Zagreb, 10168, Hrvatska",Prilaz Kraljičinom zdencu,Michigan,,Zagreb,10168,,Prilaz Kraljičinom zdencu,,,"https://maps.google.com/?q=45.879417,15.940722",45.879417,15.940722
croatia,Hrvatska,"Bee spring, Dvor, Croatia 44440",Public Drinking Spring,"Zakopa, Općina Dvor, Sisačko-moslavačka županija, 44440, Hrvatska",,Ohio,,,44440,Sisačko-moslavačka županija,,Zakopa,,"https://maps.google.com/?q=45.068623,16.339918",45.068623,16.339918
croatia,Hrvatska,"Zabarica, Croatia 44440",Public Drinking Spring,"33, 33175, Matijevići, Općina Dvor, Sisačko-moslavačka županija, 44440, Hrvatska",33175,Ohio,,,44440,Sisačko-moslavačka županija,33175,Matijevići,,"https://maps.google.com/?q=45.050615,16.365643",45.050615,16.365643
czech-republic,Česko,"Josefský pramen, Hradištko, Nymburk, 28912",Public Drinking Spring,"314, Kersko, Hradištko u Sadské, Hradištko, okres Nymburk, Střední Čechy, 289 12, Česko",Kersko,Florida,,,289 12,,Kersko,Hradištko,,"https://maps.google.com/?q=50.152481,14.909182",50.152481,14.909182
czech-republic,Česko,Vogelsang Spring,Public Drinking Spring,"Vogelsang, ke studánce, Podlesí, Lídlovy Dvory, Kašperské Hory, okres Klatovy, Plzeňský kraj, Jihozápad, 341 92, Česko",ke studánce,Illes Balears,,,341 92,Plzeňský kraj,ke studánce,,,"https://maps.google.com/?q=49.1184,13.55532",49.1184,13.55532
czech-republic,Česko,Spring,Public Drinking Spring,"Židlo, Křesťanský labyrint, Bělá ve Slezsku, Bělá, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 747 19, Česko",Křesťanský labyrint,Illinois,,,747 19,Moravskoslezský kraj,Křesťanský labyrint,Bělá,,"https://maps.google.com/?q=49.971969,18.152164",49.971969,18.152164
czech-republic,Česko,"Liberk Spring, Kralovehradecky Kraj, Czech Rebuplic, 51712",Public Drinking Spring,"ev.18, Liberk, okres Rychnov nad Kněžnou, Královéhradecký kraj, Severovýchod, 517 12, Česko",,New Brunswick / Nouveau-Brunswick,,,517 12,Královéhradecký kraj,,Liberk,,"https://maps.google.com/?q=50.199871,16.340221",50.199871,16.340221
czech-republic,Česko,Mojinka,Public Drinking Spring,"1972/50f, Rovniny, Hlučín, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 748 01, Česko",Rovniny,Ohio,,,748 01,Moravskoslezský kraj,Rovniny,,,"https://maps.google.com/?q=49.89127,18.204311",49.89127,18.204311
czech-republic,Česko,"Mojinka, Hlucin 74721",Public Drinking Spring,"1972/50f, Rovniny, Hlučín, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 748 01, Česko",Rovniny,Ohio,,,748 01,Moravskoslezský kraj,Rovniny,,,"https://maps.google.com/?q=49.891388,18.204315",49.891388,18.204315
denmark,Danmark,"Gudenåens udspring,Vonge, Midtjylland, 7173",Public Drinking Spring,"Gudenåens udspring, Vandskellet, Vejle Kommune, Region Syddanmark, 7173, Danmark",Vandskellet,Ontario,,,7173,,Vandskellet,,,"https://maps.google.com/?q=55.90211,9.40087",55.90211,9.40087
denmark,Danmark,"Maglekilde, Denmark",Public Drinking Spring,"Maglekilde Maskinfabrik, Hedegade, Sankt Jørgensbjerg, Roskilde centrum, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark",Hedegade,Pennsylvania,,Roskilde,4000,,Hedegade,,,"https://maps.google.com/?q=55.643035,12.076332",55.643035,12.076332
denmark,Danmark,"Tjærby, Randers No, Jylland, Denmark",Public Drinking Spring,"Tjærbyvej, Tjærbybæk, Randers, Randers Kommune, Region Midtjylland, 8930, Danmark",Tjærbyvej,Tennessee,,Randers,8930,,Tjærbyvej,,,"https://maps.google.com/?q=56.472176,10.095153",56.472176,10.095153
denmark,Danmark,"Arnakke Kilden, Silkeborg, Jylland, Denmark",Public Drinking Spring,"Gjessøvej, Silkeborg, Silkeborg Kommune, Region Midtjylland, 8600, Danmark",Gjessøvej,Victoria,,,8600,,Gjessøvej,,,"https://maps.google.com/?q=56.152969,9.527202",56.152969,9.527202
denmark,Danmark,"Ravnkilde Spring, Rebild Bakker, Rebild, 9520 Skørping, Denmark",Public Drinking Spring,"4, Ottrup Bakker, Skørping, Rebild Kommune, Region Nordjylland, 9520, Danmark",Ottrup Bakker,,,,9520,,Ottrup Bakker,Skørping,,"https://maps.google.com/?q=56.848797,9.892802",56.848797,9.892802
england,,"Shot House Spring, Grangemill, Peak District",Public Drinking Spring,,,Ontario,,,,,,,,"https://maps.google.com/?q=53.124568,1.637478",53.124568,1.637478
estonia,Eesti,"Allikukivi koopad - Kärsu allikas,Tihemetsa, Estonia 86201",Public Drinking Spring,"Allikukivi allikas, Valga mnt, Allikukivi küla, Saarde vald, Pärnu maakond, 86202, Eesti",Valga mnt,Oregon,,,86202,Pärnu maakond,Valga mnt,,,"https://maps.google.com/?q=58.1512,25.0107",58.1512,25.0107
estonia,Eesti,"Koljaku allikas, Võsu, Lääne-Virumaa, Estonia",Public Drinking Spring,"Viitna — Koljaku, Koljaku, Koljaku küla, Haljala vald, Lääne-Viru maakond, 45419, Eesti",Viitna — Koljaku,Washington,,,45419,Lääne-Viru maakond,Viitna — Koljaku,,,"https://maps.google.com/?q=59.557251,25.99391",59.557251,25.99391
europe,Deutschland,Quelle St. Georgen,Public Drinking Spring,"Ölebrünnele, Malteserordensstraße, Wendlingen, Sankt Georgen Nord, Sankt Georgen, Freiburg im Breisgau, Baden-Württemberg, 79111, Deutschland",Malteserordensstraße,British Columbia,,Freiburg im Breisgau,79111,,Malteserordensstraße,,,"https://maps.google.com/?q=47.9739121,7.7873979",47.9739121,7.7873979
europe,Deutschland,"Glemsquelle Spring, Stuttgart, Baden-Württemberg, Germany",Public Drinking Spring,"Rotwildpark bei Stuttgart, Dachswaldweg, Dachswald, Vaihingen, Stuttgart, Baden-Württemberg, 70569, Deutschland",Dachswaldweg,Minnesota,,Stuttgart,70569,,Dachswaldweg,,,"https://maps.google.com/?q=48.766111,9.097778",48.766111,9.097778
europe,Deutschland,"Draxmühle, Rechtmehring, Germany",Public Drinking Spring,"Wallfahrtskirche Hochhaus, MÜ 32, Voglberg, Rechtmehring, Maitenbeth Verwg., Landkreis Mühldorf am Inn, Bayern, 83562, Deutschland",MÜ 32,New Jersey,,,83562,Landkreis Mühldorf am Inn,MÜ 32,Rechtmehring,,"https://maps.google.com/?q=48.141516,12.168289",48.141516,12.168289
europe,Deutschland,"Heilsteinquelle,  Einruhr, 52152 Simmerath, Germany",Public Drinking Spring,"Heilsteinhaus, 2, Franz-Becker-Straße, Einruhr, Simmerath, Städteregion Aachen, Nordrhein-Westfalen, 52152, Deutschland",Franz-Becker-Straße,New Jersey,,,52152,Städteregion Aachen,Franz-Becker-Straße,Einruhr,,"https://maps.google.com/?q=50.583655,6.380978",50.583655,6.380978
europe,Deutschland,"Artesische Quelle am Magaretenhof, 24937 Flensburg",Public Drinking Spring,"78, Johannisstraße, Hohlwege, Jürgensby, Flensburg, Schleswig-Holstein, 24937, Deutschland",Johannisstraße,Ohio,,,24937,,Johannisstraße,,,"https://maps.google.com/?q=54.786841,9.440783",54.786841,9.440783
europe,Deutschland,"Baiersdorfer Quelle, 91083 Baiersdorf",Public Drinking Spring,"ERH-1025, ERH 5, Baiersdorf, Landkreis Erlangen-Höchstadt, Bayern, 91083, Deutschland",ERH 5,Ohio,,,91083,Landkreis Erlangen-Höchstadt,ERH 5,,,"https://maps.google.com/?q=49.662397,11.013732",49.662397,11.013732
europe,Deutschland,"St. Leonhardsquelle, Stephanskirchen, Bavaria, 83071",Public Drinking Spring,"St. Leonhardsquelle GmbH, Mühlthalweg, Bad Leonhardspfunzen, Stephanskirchen, Landkreis Rosenheim, Bayern, 83071, Deutschland",Mühlthalweg,Ohio,,,83071,Landkreis Rosenheim,Mühlthalweg,Stephanskirchen,,"https://maps.google.com/?q=47.884361,12.144047",47.884361,12.144047
europe,Deutschland,"Herthaquelle Eberswalde, Germany",Public Drinking Spring,"Zoo Eberswalde, 1, Am Wasserfall, Eberswalde 1, Eberswalde, Barnim, Brandenburg, 16225, Deutschland",Am Wasserfall,Ontario,,,16225,Barnim,Am Wasserfall,,,"https://maps.google.com/?q=52.823427,13.780405",52.823427,13.780405
europe,Deutschland,"Rosenbornquelle,21698 Harsefeld",Public Drinking Spring,"STD-923, Eishallenweg, Harsefeld, Samtgemeinde Harsefeld, Stade, Niedersachsen, 21698, Deutschland",Eishallenweg,Ontario,,,21698,Stade,Eishallenweg,,,"https://maps.google.com/?q=53.45551,9.493961",53.45551,9.493961
europe,Deutschland,"Bad Ems,  Rhein-Lahn-Kreis, Germany",Public Drinking Spring,"1A, Mainzer Straße, Kurviertel, Bad Ems, Bad Ems-Nassau, Rhein-Lahn-Kreis, Rheinland-Pfalz, 56130, Deutschland",Mainzer Straße,Pennsylvania,,,56130,Rhein-Lahn-Kreis,Mainzer Straße,,,"https://maps.google.com/?q=50.32771,7.730869",50.32771,7.730869
europe,Deutschland,"Buchenhofen Quelle, Wuppertal, Nordrhein Westphalen, Germany",Public Drinking Spring,"Trinkwasserquelle, Boltenheide, Vohwinkel, Gemarkung Vohwinkel, Wuppertal, Nordrhein-Westfalen, 42329, Deutschland",Boltenheide,South Carolina,,Wuppertal,42329,,Boltenheide,,,"https://maps.google.com/?q=51.22366,7.095014",51.22366,7.095014
europe,Deutschland,"Saur Brunnen, Birkenfeld, Germany",Public Drinking Spring,"Rinzenberg, Birkenfeld, Landkreis Birkenfeld, Rheinland-Pfalz, 55767, Deutschland",,Utah,,,55767,Landkreis Birkenfeld,,Rinzenberg,,"https://maps.google.com/?q=49.675972,7.132642",49.675972,7.132642
europe,Deutschland,"Schieferstollen Nordenau, Sauerland, Germany",Public Drinking Spring,"Tommes Gästehaus Zur Mühle, 2, Heilstollenweg, Nordenau, Schmallenberg, Hochsauerlandkreis, Nordrhein-Westfalen, 57392, Deutschland",Heilstollenweg,Washington,,,57392,Hochsauerlandkreis,Heilstollenweg,Nordenau,,"https://maps.google.com/?q=51.180962,8.431122",51.180962,8.431122
europe,Deutschland,"Ganz schön weich Spring, Schnege, Lower Saxony, Germany",Public Drinking Spring,"Sankt Michaelis, Lange Straße, Göhr, Oldendorf, Schnega, Samtgemeinde Lüchow (Wendland), Lüchow-Dannenberg, Niedersachsen, 29465, Deutschland",Lange Straße,Wisconsin,,,29465,Lüchow-Dannenberg,Lange Straße,Oldendorf,,"https://maps.google.com/?q=52.891987,10.892502",52.891987,10.892502
europe,Deutschland,"Hammerquelle, Buedingen, Hessen, Germany",Public Drinking Spring,"Am Hammer, Büdingen, Wetteraukreis, Hessen, 63654, Deutschland",Am Hammer,Wisconsin,,,63654,Wetteraukreis,Am Hammer,,,"https://maps.google.com/?q=50.295887,9.143621",50.295887,9.143621
europe,Deutschland,"Heiligenborn - Schweicher Heilbrunnen, Schweich, Rheinland-Pfalz, Germany",Public Drinking Spring,"4, Oberstiftstraße, Schweich, Schweich an der Römischen Weinstraße, Landkreis Trier-Saarburg, Rheinland-Pfalz, 54338, Deutschland",Oberstiftstraße,Wisconsin,,,54338,Landkreis Trier-Saarburg,Oberstiftstraße,,,"https://maps.google.com/?q=49.82436,6.753062",49.82436,6.753062
europe,Deutschland,"Lindenbrünnle, Schweinfurt, Bavaria, Germany",Public Drinking Spring,"Wald - ein Wasserspeicher der Natur, Hans-Nickel-Brücke, Üchtelhausen, Landkreis Schweinfurt, Bayern, 97532, Deutschland",Hans-Nickel-Brücke,Wisconsin,,,97532,Landkreis Schweinfurt,Hans-Nickel-Brücke,Üchtelhausen,,"https://maps.google.com/?q=50.078213,10.243658",50.078213,10.243658
europe,Deutschland,"Nepomuk Quelle Spring, Königstein, Germany",Public Drinking Spring,"Hotel Wilder Mann, Oberer Markt, Mitteldorf, Königstein, Königstein (VGem), Landkreis Amberg-Sulzbach, Bayern, 92281, Deutschland",Oberer Markt,Wisconsin,,,92281,Landkreis Amberg-Sulzbach,Oberer Markt,Königstein,,"https://maps.google.com/?q=49.606922,11.633449",49.606922,11.633449
europe,Deutschland,"Zum Erlenborn, Michelau, Buedingen, Hessen, Germany",Public Drinking Spring,"Erlenborn, Bürgerhausstraße, Michelau, Büdingen, Wetteraukreis, Hessen, 63654, Deutschland",Bürgerhausstraße,Wisconsin,,,63654,Wetteraukreis,Bürgerhausstraße,Michelau,,"https://maps.google.com/?q=50.323872,9.16749",50.323872,9.16749
