continent,country,name,spring_type,address,street_address,state,state_district,city,postcode,county,road,village,aminity,gmaps,lat,long
North America,United States,"Heron Spring, Heron, Montana",Public Drinking Spring,"203, MT 200, Sanders County, Montana, 59844, United States",MT 200,Québec,,,59844,Sanders County,MT 200,,,"https://maps.google.com/?q=48.088406,-116.011154",48.088406,-116.011154
North America,United States,"Locust Grove Spring, Locust Grove, Oklahoma",Public Drinking Spring,"799, Harold Andrews Boulevard, Locust Grove, Mayes County, Oklahoma, 74352, United States",Harold Andrews Boulevard,Québec,,,74352,Mayes County,Harold Andrews Boulevard,Locust Grove,,"https://maps.google.com/?q=36.199959,-95.159073",36.199959,-95.159073
North America,United States,"Mound Crossing Spring, Ohio",Public Drinking Spring,"21743, SR 180, South Perry, Hocking County, Ohio, 43135, United States",SR 180,Québec,,,43135,Hocking County,SR 180,,,"https://maps.google.com/?q=39.503857,-82.629204",39.503857,-82.629204
North America,United States,"Piney Road Spring, Clarion, Pennsylvania",Public Drinking Spring,"199, Piney Road, Monroe Township, Clarion County, Pennsylvania, 16214, United States",Piney Road,Québec,,,16214,Clarion County,Piney Road,,,"https://maps.google.com/?q=41.170887,-79.402657",41.170887,-79.402657
North America,United States,"Rose City Spring, Rose City, Michigan",Public Drinking Spring,"Rose City City Hall, North Williams Street, Rose City, Ogemaw County, Michigan, 48654, United States",North Williams Street,Québec,,,48654,Ogemaw County,North Williams Street,Rose City,,"https://maps.google.com/?q=44.424137,-84.116585",44.424137,-84.116585
North America,United States,Victory Highway Memorial Spring,Public Drinking Spring,"State Highway 22, Blue Earth County, Minnesota, United States",State Highway 22,Québec,,,,Blue Earth County,State Highway 22,,,"https://maps.google.com/?q=44.090939,-93.95462",44.090939,-93.95462
North America,United States,"Ceasar's Head Spring, Marietta, South Carolina",Public Drinking Spring,"Geer Highway, Caesars Head, Greenville County, South Carolina, 29635, United States",Geer Highway,Region Midtjylland,,,29635,Greenville County,Geer Highway,,,"https://maps.google.com/?q=35.10556,-82.609627",35.10556,-82.609627
North America,United States,"North Ogden Spring, North Ogden, Utah",Public Drinking Spring,"The Stump, Mae's Way, North Ogden, Weber County, Utah, 84414, United States",Mae's Way,Region Midtjylland,,,84414,Weber County,Mae's Way,,,"https://maps.google.com/?q=41.306862,-111.970016",41.306862,-111.970016
North America,United States,"Rush Springs - Jeff Davis Park, Rush Springs, Oklahoma",Public Drinking Spring,"Holly A Street, Rush Springs, Grady County, Oklahoma, 73082, United States",Holly A Street,Region Sjælland,,,73082,Grady County,Holly A Street,Rush Springs,,"https://maps.google.com/?q=34.783871,-97.9506",34.783871,-97.9506
North America,United States,"Welsh Mountain Spring, New Holland, PA",Public Drinking Spring,"601, Springville Road, Mount Airy, East Earl, Lancaster County, Pennsylvania, 17557, United States",Springville Road,Region Syddanmark,,,17557,Lancaster County,Springville Road,East Earl,,"https://maps.google.com/?q=40.0728,-76.017029",40.0728,-76.017029
North America,United States,"Buchtel Spring, Buchtel, OH",Public Drinking Spring,"5300, Franklin Avenue, Buchtel, Athens County, Ohio, 45716, United States",Franklin Avenue,Rheinland-Pfalz,,,45716,Athens County,Franklin Avenue,Buchtel,,"https://maps.google.com/?q=39.464497,-82.180145",39.464497,-82.180145
North America,United States,"Goodyear Spring, Portlandville, NY",Public Drinking Spring,"2995, State Highway 28, Portlandville, Town of Milford, Otsego County, New York, 13834, United States",State Highway 28,Rheinland-Pfalz,,,13834,Otsego County,State Highway 28,Town of Milford,,"https://maps.google.com/?q=42.540901,-74.961205",42.540901,-74.961205
North America,United States,"Interlachen Spring, Interlachen, FL",Public Drinking Spring,"CR 315, Interlachen, Putnam County, Florida, 32182, United States",CR 315,Rheinland-Pfalz,,,32182,Putnam County,CR 315,Interlachen,,"https://maps.google.com/?q=29.549723,-81.877502",29.549723,-81.877502
North America,United States,"Aquarius Spring Head, Joseph, OR",Public Drinking Spring,"1001, South Main Street, Joseph, Wallowa County, Oregon, 97846, United States",South Main Street,Rhode Island,,,97846,Wallowa County,South Main Street,Joseph,,"https://maps.google.com/?q=45.342873,-117.229492",45.342873,-117.229492
North America,United States,"Lampher Spring, Cherokee Pass, Missouri",Public Drinking Spring,"Madison 401, Cherokee Pass, Madison County, Missouri, 63645, United States",Madison 401,Rhode Island,,,63645,Madison County,Madison 401,,,"https://maps.google.com/?q=37.467552,-90.300392",37.467552,-90.300392
North America,United States,"Kepwel Spring Water Company, Asbury Park, New Jersey",Public Drinking Spring,"88, Cold Indian Springs Road, Cold Indian Springs, Ocean Township, Monmouth County, New Jersey, 07712, United States",Cold Indian Springs Road,Rio de Janeiro,,,7712,Monmouth County,Cold Indian Springs Road,,,"https://maps.google.com/?q=40.242489,-74.064316",40.242489,-74.064316
North America,United States,"Berkley Spring at Spring Gap, Oldtown, MD",Public Drinking Spring,"16832, Williams Road Southeast, Twiggtown, Allegany County, Maryland, 21530, United States",Williams Road Southeast,Sachsen,,,21530,Allegany County,Williams Road Southeast,,,"https://maps.google.com/?q=39.639687,-78.655487",39.639687,-78.655487
North America,United States,"Leone Family Spring, Glen Rock, PA",Public Drinking Spring,"7614, Simpson Road, Manheim Township, York County, Pennsylvania, 17327, United States",Simpson Road,Santa Rosa,,Manheim Township,17327,York County,Simpson Road,,,"https://maps.google.com/?q=39.730263,-76.843956",39.730263,-76.843956
North America,United States,"Spring Meadows Spring Water, Colebrook, PA",Public Drinking Spring,"1512, Mt Wilson Road, Colebrook, South Londonderry Township, Lebanon County, Pennsylvania, 17042, United States",Mt Wilson Road,São Paulo,,South Londonderry Township,17042,Lebanon County,Mt Wilson Road,,,"https://maps.google.com/?q=40.240524,-76.512054",40.240524,-76.512054
North America,United States,"Grover Hot Springs, Markleeville, CA",Public Drinking Spring,"636, Shay Creek Road, Shay Creek Summer Home Area, Alpine County, California, 96120, United States",Shay Creek Road,Sardigna/Sardegna,,,96120,Alpine County,Shay Creek Road,,,"https://maps.google.com/?q=38.695187,-119.838371",38.695187,-119.838371
North America,United States,"Belmar Spring Water Co., Glen Rock, NJ",Public Drinking Spring,"Belmar Spring Water, Grove Street, Southeast Ridgewood, Ridgewood, Bergen County, New Jersey, 07450, United States",Grove Street,Saskatchewan,,,7450,Bergen County,Grove Street,,,"https://maps.google.com/?q=40.966621,-74.111099",40.966621,-74.111099
North America,United States,"Indian Spring, Castella, CA",Public Drinking Spring,"Castle Creek Road, Shasta County, California, 96017, United States",Castle Creek Road,Saskatchewan,,,96017,Shasta County,Castle Creek Road,,,"https://maps.google.com/?q=41.148693,-122.316353",41.148693,-122.316353
North America,United States,"Sunny Side Cemetary Spring, Tunkhannock, PA",Public Drinking Spring,"The Freeze, 214, West Tioga Street, Tunkhannock, Wyoming County, Pennsylvania, 18657, United States",West Tioga Street,Saskatchewan,,,18657,Wyoming County,West Tioga Street,,,"https://maps.google.com/?q=41.544659,-75.96376",41.544659,-75.96376
North America,United States,"South Allis Park Spring, Brookfield, VT",Public Drinking Spring,"Vermont Route 12, Brookfield, Orange County, Vermont, United States",Vermont Route 12,Schleswig-Holstein,,,,Orange County,Vermont Route 12,Brookfield,,"https://maps.google.com/?q=44.014904,-72.658791",44.014904,-72.658791
North America,United States,"Norway Public Spring, Norway, Maine",Public Drinking Spring,"157, Lake Road, Norway Lake, Norway, Oxford County, Maine, 04268, United States",Lake Road,Severovýchod,,,4268,Oxford County,Lake Road,,,"https://maps.google.com/?q=44.212223,-70.562424",44.212223,-70.562424
North America,United States,"Bay City Wisconsin Flowing Well, Bay City, Wisconsin",Public Drinking Spring,"Main Street, Bay City, Pierce County, Wisconsin, 54723, United States",Main Street,Sonora,,,54723,Pierce County,Main Street,Bay City,,"https://maps.google.com/?q=44.584358,-92.450554",44.584358,-92.450554
North America,United States,"Capon Spring, Strasburg, VA",Public Drinking Spring,"1820, Wardensville Pike, Frederick County, Virginia, 22654, United States",Wardensville Pike,South Australia,,,22654,Frederick County,Wardensville Pike,,,"https://maps.google.com/?q=39.099719,-78.47618",39.099719,-78.47618
North America,United States,"Town Of Ulster Spring, Town Of Ulster, New York",Public Drinking Spring,"974, NY 213, Eddyville, Town of Ulster, Ulster County, New York, 12401, United States",NY 213,South Australia,,,12401,Ulster County,NY 213,,,"https://maps.google.com/?q=41.898342,-74.020287",41.898342,-74.020287
North America,United States,"Big Springs, Sierra City, CA",Public Drinking Spring,"32194, CA 49, Sierra City, Sierra County, California, 96125, United States",CA 49,South Carolina,,,96125,Sierra County,CA 49,Sierra City,,"https://maps.google.com/?q=39.596165,-120.611",39.596165,-120.611
North America,United States,"Gold Springs, Atlanta, Illinois",Public Drinking Spring,"1366, 2400th Street, Logan County, Illinois, 61723, United States",2400th Street,South Carolina,,,61723,Logan County,2400th Street,,,"https://maps.google.com/?q=40.265671,-89.345139",40.265671,-89.345139
North America,United States,"Higley Flow Spring, Colton, NY",Public Drinking Spring,"2, Cottage Road, Town of Colton, Saint Lawrence County, New York, 13625, United States",Cottage Road,South Carolina,,,13625,Saint Lawrence County,Cottage Road,Town of Colton,,"https://maps.google.com/?q=44.522202,-74.938934",44.522202,-74.938934
North America,United States,"Indian Spring, Munroe Falls, OH",Public Drinking Spring,"South River Road, Munroe Falls, Summit County, Ohio, 44262, United States",South River Road,South Carolina,,,44262,Summit County,South River Road,Munroe Falls,,"https://maps.google.com/?q=41.132381,-81.422897",41.132381,-81.422897
North America,United States,"Kuhn Lake Well Spring, North Webster, Indiana",Public Drinking Spring,"SR 13, Lakeview Spring, Kosciusko County, Indiana, 46562, United States",SR 13,South Carolina,,,46562,Kosciusko County,SR 13,,,"https://maps.google.com/?q=41.288418,-85.68531",41.288418,-85.68531
North America,United States,"Monarch Pass Spring, Sargents, Colorado",Public Drinking Spring,"US 50, Gunnison County, Colorado, 81248, United States",US 50,South Carolina,,,81248,Gunnison County,US 50,,,"https://maps.google.com/?q=38.441719,-106.363167",38.441719,-106.363167
North America,United States,"National Spring Water Company Inc., Haledon, NJ",Private Drinking Spring,"443, Southside Avenue, Haledon, Passaic County, New Jersey, 07508, United States",Southside Avenue,South Carolina,,,7508,Passaic County,Southside Avenue,Haledon,,"https://maps.google.com/?q=40.936874,-74.189323",40.936874,-74.189323
North America,United States,"Rock Island Spring, Walling, TN",Public Drinking Spring,"101, Beach Road, Fall City, Warren County, Tennessee, 38581, United States",Beach Road,South Carolina,,,38581,Warren County,Beach Road,,,"https://maps.google.com/?q=35.80978,-85.641914",35.80978,-85.641914
North America,United States,"South Mountain Reservation, Millburn, NJ",Public Drinking Spring,"Millburn First Aid Squad, Glen Avenue, Wyoming, Short Hills, Millburn, Essex County, New Jersey, 07078, United States",Glen Avenue,South Carolina,,,7078,Essex County,Glen Avenue,,,"https://maps.google.com/?q=40.726593,-74.305",40.726593,-74.305
North America,United States,"Waterviet Artesian Well, Waterviet, MI",Public Drinking Spring,"8091, North Branch Road, Bainbridge Township, Berrien County, Michigan, 49098, United States",North Branch Road,South Carolina,,,49098,Berrien County,North Branch Road,,,"https://maps.google.com/?q=42.13744,-86.262589",42.13744,-86.262589
North America,United States,"Fountain of Youth, Schiller Park, IL 21502",Public Drinking Spring,"West Irving Park Road, O'Hare, Chicago, Jefferson Township, Cook County, Illinois, 60176, United States",West Irving Park Road,Střední Čechy,,Chicago,60176,Cook County,West Irving Park Road,,,"https://maps.google.com/?q=41.952198,-87.843987",41.952198,-87.843987
North America,United States,"Radium Hot Springs, Radium, CO",Public Drinking Spring,"Radium Hot Spring, County Highway 11, Radium, Grand County, Colorado, United States",County Highway 11,Sucre,,,,Grand County,County Highway 11,,,"https://maps.google.com/?q=39.960129,-106.540047",39.960129,-106.540047
North America,United States,"Red Hill Spring, Latham, Alabama",Public Drinking Spring,"59659, AL 59, Baldwin County, Alabama, 36579, United States",AL 59,Taranaki,,,36579,Baldwin County,AL 59,,,"https://maps.google.com/?q=31.094282,-87.832764",31.094282,-87.832764
North America,United States,"Brinkhaven Spring 2, Brinkhaven, OH",Public Drinking Spring,"Union Township, Knox County, Ohio, 43006, United States",,Tasman,,,43006,Knox County,,,,"https://maps.google.com/?q=40.466862,-82.196472",40.466862,-82.196472
North America,United States,"Green Cove Spring, Green Cove Springs, Florida",Public Drinking Spring,"Green Cove Spring, Spring Street, Green Cove Springs, Clay County, Florida, 32043, United States",Spring Street,Tasmania,,,32043,Clay County,Spring Street,Green Cove Springs,,"https://maps.google.com/?q=29.992743,-81.678345",29.992743,-81.678345
North America,United States,"Sand Springs, Sand Springs, OK",Public Drinking Spring,"Harbor Freight Tools, KATY Trail, Sand Springs, Tulsa County, Oklahoma, United States",KATY Trail,Tasmania,,,,Tulsa County,KATY Trail,,,"https://maps.google.com/?q=36.137646,-96.100571",36.137646,-96.100571
North America,United States,"Artesian Flow Rest Park, Watervliet, Michigan",Public Drinking Spring,"Artesian Flow, Watervliet Road, Bainbridge Township, Berrien County, Michigan, 49098, United States",Watervliet Road,Tennessee,,,49098,Berrien County,Watervliet Road,,,"https://maps.google.com/?q=42.149632,-86.261772",42.149632,-86.261772
North America,United States,"Birchwood Springs, Newtown, PA",Public Drinking Spring,"414, Brownsburg Road, Colts Neck Farm, Wrightstown, Upper Makefield Township, Bucks County, Pennsylvania, 18940, United States",Brownsburg Road,Tennessee,,Upper Makefield Township,18940,Bucks County,Brownsburg Road,Wrightstown,,"https://maps.google.com/?q=40.286125,-74.964722",40.286125,-74.964722
North America,United States,"Blooming Grove Spring, Blooming Grove, NY",Public Drinking Spring,"Sunoco, NY 208, Worley Heights, Village of South Blooming Grove, Town of Blooming Grove, Orange County, New York, 10992, United States",NY 208,Tennessee,,,10992,Orange County,NY 208,Village of South Blooming Grove,,"https://maps.google.com/?q=41.379913,-74.174347",41.379913,-74.174347
North America,United States,"Broken Arrow Spring, Broken Arrow, OK",Public Drinking Spring,"Natural Spring, South 185th East Avenue, Broken Arrow, Tulsa County, Oklahoma, 74011, United States",South 185th East Avenue,Tennessee,,,74011,Tulsa County,South 185th East Avenue,,,"https://maps.google.com/?q=35.98151,-95.770554",35.98151,-95.770554
North America,United States,"Clarksburg Spring, Clarksburg, MA",Public Drinking Spring,"480, River Road, Briggsville, Clarksburg, Berkshire County, Massachusetts, 01247, United States",River Road,Tennessee,,,1247,Berkshire County,River Road,,,"https://maps.google.com/?q=42.717133,-73.073334",42.717133,-73.073334
North America,United States,"Frankfort Memorial Park Spring, Frankfort, NY",Public Drinking Spring,"101, East Main Street, Village of Frankfort, Town of Frankfort, Herkimer County, New York, 13340, United States",East Main Street,Tennessee,,,13340,Herkimer County,East Main Street,Village of Frankfort,,"https://maps.google.com/?q=43.039532,-75.071297",43.039532,-75.071297
North America,United States,"Hapgood Spring, Athol, MA",Public Drinking Spring,"598, Hapgood Street, Athol, Worcester County, Massachusetts, 01331, United States",Hapgood Street,Tennessee,,,1331,Worcester County,Hapgood Street,,,"https://maps.google.com/?q=42.588741,-72.223068",42.588741,-72.223068
North America,United States,"Hygeia Spring, Big Bend, WI",Public Drinking Spring,"Forest Home Avenue, Big Bend, Waukesha County, Wisconsin, 53103, United States",Forest Home Avenue,Tennessee,,,53103,Waukesha County,Forest Home Avenue,Big Bend,,"https://maps.google.com/?q=42.878803,-88.207031",42.878803,-88.207031
North America,United States,"Jenkins Hollow Road Spring, Mountain City, TN",Public Drinking Spring,"701, Tobacco Road, Johnson County, Tennessee, 37683, United States",Tobacco Road,Tennessee,,,37683,Johnson County,Tobacco Road,,,"https://maps.google.com/?q=36.50909,-81.810722",36.50909,-81.810722
North America,United States,"Kahe'ta Spring, Lewis Run, PA",Public Drinking Spring,"Buffalo-Pittsburgh Hwy, Timbuck, Lafayette, Lafayette Township, McKean County, Pennsylvania, 16738, United States",Buffalo-Pittsburgh Hwy,Tennessee,,Lafayette Township,16738,McKean County,Buffalo-Pittsburgh Hwy,Lafayette,,"https://maps.google.com/?q=41.823269,-78.694725",41.823269,-78.694725
North America,United States,"Kentwood Spring, Kentwood, LA",Public Drinking Spring,"100, Avenue D, Kentwood, Tangipahoa Parish, Louisiana, 70444, United States",Avenue D,Tennessee,,,70444,Tangipahoa Parish,Avenue D,,,"https://maps.google.com/?q=30.940514,-90.505798",30.940514,-90.505798
North America,United States,"Leesburg Spring, Leesburg, PA",Public Drinking Spring,"9, Falls Road, Springfield Falls, Leesburg, Springfield Township, Mercer County, Pennsylvania, 16137, United States",Falls Road,Tennessee,,Springfield Township,16137,Mercer County,Falls Road,Leesburg,,"https://maps.google.com/?q=41.143833,-80.216873",41.143833,-80.216873
North America,United States,"Mountwood Park Spring, Waverly, WV",Public Drinking Spring,"3564, County Route 2/8, Wood County, West Virginia, 26180, United States",County Route 2/8,Tennessee,,,26180,Wood County,County Route 2/8,,,"https://maps.google.com/?q=39.216427,-81.304665",39.216427,-81.304665
North America,United States,"Nancy Hanks Spring, Keyser, WV",Public Drinking Spring,"17698, Knobley Road, Ridgeville, Mineral County, West Virginia, 26710, United States",Knobley Road,Tennessee,,,26710,Mineral County,Knobley Road,,,"https://maps.google.com/?q=39.349724,-78.992249",39.349724,-78.992249
North America,United States,"Nightshade Spring, Parsonsfield, Maine",Public Drinking Spring,"Mountain Road, Maplewood, Newfield, York County, Maine, 04095, United States",Mountain Road,Tennessee,,,4095,York County,Mountain Road,,,"https://maps.google.com/?q=43.673893,-70.911514",43.673893,-70.911514
North America,United States,"Old Grist Mill Spring, Sandwich, MA",Public Drinking Spring,"Sandwich Road, Sagamore, Bourne, Barnstable County, Massachusetts, 02561, United States",Sandwich Road,Tennessee,,,2561,Barnstable County,Sandwich Road,,,"https://maps.google.com/?q=41.767567,-70.522438",41.767567,-70.522438
North America,United States,"Onekema Spring, Onekema, MI",Public Drinking Spring,"Portage Point Drive, Onekama Township, Manistee County, Michigan, 49675, United States",Portage Point Drive,Tennessee,,,49675,Manistee County,Portage Point Drive,,,"https://maps.google.com/?q=44.379398,-86.235481",44.379398,-86.235481
North America,United States,"Orange Turnpike Spring, Tuxedo, NY",Public Drinking Spring,"1032, State Highway 17, Southfields, Village of Woodbury, Town of Tuxedo, Orange County, New York, 10975, United States",State Highway 17,Tennessee,,,10975,Orange County,State Highway 17,Town of Tuxedo,,"https://maps.google.com/?q=41.244572,-74.17588",41.244572,-74.17588
North America,United States,"Russell Community Spring, Russell, PA",Public Drinking Spring,"4902, Priest Hollow Road, Elk Township, Warren County, Pennsylvania, 16345, United States",Priest Hollow Road,Tennessee,,,16345,Warren County,Priest Hollow Road,,,"https://maps.google.com/?q=41.932423,-79.046021",41.932423,-79.046021
North America,United States,"San Antonio Hot Spring, Jemez Springs, New Mexico",Public Drinking Spring,"Lake Fork Canyon Road, Sandoval County, New Mexico, United States",Lake Fork Canyon Road,Tennessee,,,,Sandoval County,Lake Fork Canyon Road,,,"https://maps.google.com/?q=35.938,-106.646004",35.938,-106.646004
North America,United States,"Springhouse on East Thomas Allen, Cookeville, TN",Public Drinking Spring,"200, West Thomas Allen Road, Putnam County, Tennessee, 38501, United States",West Thomas Allen Road,Tennessee,,,38501,Putnam County,West Thomas Allen Road,,,"https://maps.google.com/?q=36.295422,-85.480751",36.295422,-85.480751
North America,United States,"Babcock State Park Area Spring, Clifftop, WV",Public Drinking Spring,"796, Stanaford Road, Beckley, Raleigh County, West Virginia, 25801, United States",Stanaford Road,Texas,,Beckley,25801,Raleigh County,Stanaford Road,,,"https://maps.google.com/?q=37.81073,-81.158081",37.81073,-81.158081
North America,United States,"Brinkley Spring, Tuskahoma, OK",Public Drinking Spring,"Latimer County, Oklahoma, United States",,Texas,,,,Latimer County,,,,"https://maps.google.com/?q=34.703728,-95.244125",34.703728,-95.244125
North America,United States,"Farmersville Cemetery Spring, Farmersville, PA",Public Drinking Spring,"9011, State Highway 98, Village of Franklinville, Town of Freedom, Cattaraugus County, New York, 14737, United States",State Highway 98,Texas,,,14737,Cattaraugus County,State Highway 98,Village of Franklinville,,"https://maps.google.com/?q=42.388641,-78.37484",42.388641,-78.37484
North America,United States,"Government Springs, Greer, Arizona",Public Drinking Spring,"County Road 1121, Greer, Apache County, Arizona, 85927, United States",County Road 1121,Texas,,,85927,Apache County,County Road 1121,,,"https://maps.google.com/?q=34.008663,-109.455887",34.008663,-109.455887
North America,United States,"Heritage Spring, Little Rock, Arkansas",Public Drinking Spring,"3003, Dr Martin Luther King Drive, Hot Springs Junction, Little Rock, Pulaski County, Arkansas, 72206, United States",Dr Martin Luther King Drive,Texas,,Little Rock,72206,Pulaski County,Dr Martin Luther King Drive,,,"https://maps.google.com/?q=34.719715,-92.28994",34.719715,-92.28994
North America,United States,"Kilkenny Spring, Berlin, NH",Public Drinking Spring,"Bog Dam Road, Randolph, Coos County, New Hampshire, United States",Bog Dam Road,Texas,,,,Coos County,Bog Dam Road,,,"https://maps.google.com/?q=44.441868,-71.327873",44.441868,-71.327873
North America,United States,"Little Bear Spring, Fawnskin, CA",Public Drinking Spring,"Little Bear Spring Road, San Bernardino County, California, 92333, United States",Little Bear Spring Road,Texas,,,92333,San Bernardino County,Little Bear Spring Road,,,"https://maps.google.com/?q=34.296951,-116.974754",34.296951,-116.974754
North America,United States,"Little Yellowstone Spring, Kathryn, ND",Public Drinking Spring,"53rd Street Southeast, Barnes County, North Dakota, 58049, United States",53rd Street Southeast,Texas,,,58049,Barnes County,53rd Street Southeast,,,"https://maps.google.com/?q=46.641895,-98.00354",46.641895,-98.00354
North America,United States,"Road Side Spring, Blue Ridge, VA",Public Drinking Spring,"15496, West Lynchburg Salem Turnpike, Bedford County, Virginia, 24064, United States",West Lynchburg Salem Turnpike,Texas,,,24064,Bedford County,West Lynchburg Salem Turnpike,,,"https://maps.google.com/?q=37.38662,-79.795326",37.38662,-79.795326
North America,United States,"Roaring Spring, Roaring Spring, PA",Public Drinking Spring,"316, Main Street, Roaring Spring, Blair County, Pennsylvania, 16673, United States",Main Street,Texas,,,16673,Blair County,Main Street,Roaring Spring,,"https://maps.google.com/?q=40.335789,-78.403679",40.335789,-78.403679
North America,United States,"San Solomon Spring, Toyahvale, Texas",Public Drinking Spring,"Toyahvale, Reeves County, Texas, United States",,Texas,,,,Reeves County,,,,"https://maps.google.com/?q=30.944254,-103.787849",30.944254,-103.787849
North America,United States,"Smuggler's Notch Spring, Jeffersonville, VT",Public Drinking Spring,"Big Spring, Vermont Route 108 South, Cambridge, Lamoille County, Vermont, United States",Vermont Route 108 South,Texas,,,,Lamoille County,Vermont Route 108 South,Cambridge,,"https://maps.google.com/?q=44.548332,-72.794167",44.548332,-72.794167
North America,United States,"Spring Park, Heber Springs, Arkansas",Public Drinking Spring,"theater, East Sugarloaf Street, Heber Springs, Cleburne County, Arkansas, 72543, United States",East Sugarloaf Street,Texas,,,72543,Cleburne County,East Sugarloaf Street,,,"https://maps.google.com/?q=35.493477,-92.026237",35.493477,-92.026237
North America,United States,"The Drip in Paradise, Paradise, Montana",Public Drinking Spring,"885, Montana Highway 200, Paradise, Sanders County, Montana, 59859, United States",Montana Highway 200,Texas,,,59859,Sanders County,Montana Highway 200,,,"https://maps.google.com/?q=47.388016,-114.801292",47.388016,-114.801292
North America,United States,"River Road Water Spring, Moab, Utah",Public Drinking Spring,"US 191, Moab, Grand County, Utah, 84532, United States",US 191,Tirol,,,84532,Grand County,US 191,,,"https://maps.google.com/?q=38.601559,-109.575676",38.601559,-109.575676
North America,United States,"Cave Spring at Hobbit Hollows Farm & Gnostic Center, Cookeville, TN",Public Drinking Spring,"599, T Short Road, Jackson County, Tennessee, 38501, United States",T Short Road,Toscana,,,38501,Jackson County,T Short Road,,,"https://maps.google.com/?q=36.293865,-85.538681",36.293865,-85.538681
North America,United States,"Chris's Spring, East Hampton, Connecticut",Public Drinking Spring,"Gulf Road, East Hampton, Middlesex County, Connecticut, 06469, United States",Gulf Road,Toscana,,,6469,Middlesex County,Gulf Road,,,"https://maps.google.com/?q=41.548546,-72.4505",41.548546,-72.4505
North America,United States,"Coughlin Spring, Nevada City, CA",Public Drinking Spring,"Grizzly Hill Elementary School, Tyler Foote Crossing Road, North Columbia, Nevada County, California, United States",Tyler Foote Crossing Road,Toscana,,,,Nevada County,Tyler Foote Crossing Road,,,"https://maps.google.com/?q=39.370674,-120.990852",39.370674,-120.990852
North America,United States,"Crystal Spring & Black Spring, Bedford, PA",Public Drinking Spring,"Tesla Destination Charger, Sweet Root Road, Bedford Township, Bedford County, Pennsylvania, 15522, United States",Sweet Root Road,Toscana,,Bedford Township,15522,Bedford County,Sweet Root Road,,,"https://maps.google.com/?q=39.996162,-78.506882",39.996162,-78.506882
North America,United States,"Deep Springs Trout Club, Chardon, OH",Public Drinking Spring,"11006, Chardon Road, Chardon, Chardon Township, Geauga County, Ohio, 44024, United States",Chardon Road,Toscana,,,44024,Geauga County,Chardon Road,,,"https://maps.google.com/?q=41.580463,-81.244827",41.580463,-81.244827
North America,United States,"Sandwich Notch Spring, Sandwich, NH",Public Drinking Spring,"Hall Place, Sandwich Notch Road, Sandwich, Carroll County, New Hampshire, 03227, United States",Sandwich Notch Road,Toscana,,,3227,Carroll County,Sandwich Notch Road,Sandwich,,"https://maps.google.com/?q=43.864166,-71.537819",43.864166,-71.537819
North America,United States,"Barton Springs, Austin, TX",Public Drinking Spring,"Rock Wall At Zilker, 2100, Barton Springs Road, Austin, Travis County, Texas, 78746, United States",Barton Springs Road,Utah,,Austin,78746,Travis County,Barton Springs Road,,,"https://maps.google.com/?q=30.267649,-97.767891",30.267649,-97.767891
North America,United States,"Crooked River Spring, Alanson, MI",Public Drinking Spring,"US 31, Brutus, Maple River Township, Emmet County, Michigan, 49706, United States",US 31,Utah,,,49706,Emmet County,US 31,,,"https://maps.google.com/?q=45.453541,-84.784126",45.453541,-84.784126
North America,United States,"Crystal Springs, Plymouth, NH",Public Drinking Spring,"300, Daniel Webster Highway, Plymouth, Grafton County, New Hampshire, 03264, United States",Daniel Webster Highway,Utah,,,3264,Grafton County,Daniel Webster Highway,,,"https://maps.google.com/?q=43.729427,-71.676178",43.729427,-71.676178
North America,United States,"Hillbilly Haven, Hickory, PA",Public Drinking Spring,"T418, Limestone Township, Warren County, Pennsylvania, 16322, United States",T418,Utah,,,16322,Warren County,T418,,,"https://maps.google.com/?q=41.636448,-79.375259",41.636448,-79.375259
North America,United States,"Immortal Union Spring, Coudersport, PA",Public Drinking Spring,"Grand Army of the Republic Highway, Sweden Township, Potter County, Pennsylvania, United States",Grand Army of the Republic Highway,Utah,,Sweden Township,,Potter County,Grand Army of the Republic Highway,,,"https://maps.google.com/?q=41.77562,-77.860107",41.77562,-77.860107
North America,United States,"Indian Springs @ Petrifying Springs Park, Kenosha, WI",Public Drinking Spring,"Indian Spring, Petrifying Springs Road, Village of Somers, Kenosha County, Wisconsin, 53144, United States",Petrifying Springs Road,Utah,,,53144,Kenosha County,Petrifying Springs Road,Village of Somers,,"https://maps.google.com/?q=42.6455,-87.872711",42.6455,-87.872711
North America,United States,"Living Stone Artesian Well, Westford, PA",Public Drinking Spring,"4366, Livingston Road, South Shenango Township, Crawford County, Pennsylvania, 16134, United States",Livingston Road,Utah,,,16134,Crawford County,Livingston Road,,,"https://maps.google.com/?q=41.57235,-80.436333",41.57235,-80.436333
North America,United States,"Lumberjack Spring, Tupper Lake, NY",Public Drinking Spring,"Adirondack Trail, Town of Piercefield, Town of Long Lake, Hamilton County, New York, 12986, United States",Adirondack Trail,Utah,,,12986,Hamilton County,Adirondack Trail,Town of Long Lake,,"https://maps.google.com/?q=44.114883,-74.535797",44.114883,-74.535797
North America,United States,"Middle Path Spring, Polk, PA",Public Drinking Spring,"299, Dean Road, Frenchcreek Township, Venango County, Pennsylvania, 16342, United States",Dean Road,Utah,,,16342,Venango County,Dean Road,Frenchcreek Township,,"https://maps.google.com/?q=41.385696,-79.988541",41.385696,-79.988541
